mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0023W0227_BAC009S0519W0368,S0023,M,S0519,F
BAC009S0422W0393_BAC009S0356W0362,S0422,M,S0356,F
BAC009S0111W0330_BAC009S0041W0282,S0111,M,S0041,M
BAC009S0207W0440_BAC009S0722W0141,S0207,F,S0722,M
BAC009S0115W0318_BAC009S0033W0173,S0115,M,S0033,M
BAC009S0720W0336_BAC009S0031W0464,S0720,M,S0031,M
BAC009S0144W0152_BAC009S0004W0265,S0144,F,S0004,M
BAC009S0209W0463_BAC009S0423W0491,S0209,F,S0423,M
BAC009S0144W0329_BAC009S0227W0208,S0144,F,S0227,F
BAC009S0041W0233_BAC009S0117W0143,S0041,M,S0117,M
BAC009S0236W0321_BAC009S0191W0482,S0236,F,S0191,F
BAC009S0707W0481_BAC009S0205W0355,S0707,M,S0205,F
BAC009S0170W0128_BAC009S0598W0145,S0170,F,S0598,M
BAC009S0717W0216_BAC009S0150W0219,S0717,M,S0150,F
BAC009S0025W0311_BAC009S0338W0293,S0025,M,S0338,F
BAC009S0104W0314_BAC009S0072W0349,S0104,M,S0072,M
BAC009S0659W0362_BAC009S0339W0283,S0659,F,S0339,F
BAC009S0517W0443_BAC009S0010W0418,S0517,F,S0010,M
BAC009S0713W0329_BAC009S0101W0289,S0713,M,S0101,M
BAC009S0183W0166_BAC009S0167W0448,S0183,F,S0167,F
BAC009S0088W0217_BAC009S0083W0397,S0088,M,S0083,M
BAC009S0232W0415_BAC009S0107W0491,S0232,F,S0107,M
BAC009S0157W0357_BAC009S0237W0301,S0157,F,S0237,F
BAC009S0085W0453_BAC009S0714W0240,S0085,M,S0714,M
BAC009S0006W0363_BAC009S0720W0450,S0006,M,S0720,M
BAC009S0358W0223_BAC009S0718W0477,S0358,F,S0718,M
BAC009S0209W0448_BAC009S0074W0381,S0209,F,S0074,M
BAC009S0119W0223_BAC009S0171W0151,S0119,M,S0171,F
BAC009S0007W0415_BAC009S0335W0139,S0007,M,S0335,F
BAC009S0251W0260_BAC009S0020W0251,S0251,M,S0020,M
BAC009S0510W0153_BAC009S0189W0296,S0510,F,S0189,F
BAC009S0153W0482_BAC009S0114W0128,S0153,F,S0114,M
BAC009S0231W0274_BAC009S0132W0247,S0231,F,S0132,F
BAC009S0220W0257_BAC009S0136W0426,S0220,F,S0136,F
BAC009S0160W0385_BAC009S0189W0185,S0160,F,S0189,F
BAC009S0072W0287_BAC009S0160W0172,S0072,M,S0160,F
BAC009S0706W0450_BAC009S0130W0397,S0706,M,S0130,F
BAC009S0203W0333_BAC009S0347W0302,S0203,F,S0347,F
BAC009S0061W0398_BAC009S0057W0330,S0061,M,S0057,M
BAC009S0174W0458_BAC009S0222W0389,S0174,F,S0222,F
BAC009S0093W0218_BAC009S0117W0212,S0093,M,S0117,M
BAC009S0120W0311_BAC009S0073W0438,S0120,M,S0073,M
BAC009S0095W0341_BAC009S0246W0406,S0095,M,S0246,M
BAC009S0716W0123_BAC009S0098W0126,S0716,M,S0098,M
BAC009S0244W0206_BAC009S0520W0301,S0244,F,S0520,F
BAC009S0151W0375_BAC009S0362W0241,S0151,F,S0362,F
BAC009S0358W0306_BAC009S0351W0301,S0358,F,S0351,F
BAC009S0007W0184_BAC009S0216W0367,S0007,M,S0216,F
BAC009S0131W0469_BAC009S0352W0172,S0131,F,S0352,F
BAC009S0012W0365_BAC009S0705W0224,S0012,M,S0705,M
BAC009S0017W0159_BAC009S0361W0278,S0017,M,S0361,F
BAC009S0174W0124_BAC009S0224W0404,S0174,F,S0224,F
BAC009S0655W0400_BAC009S0062W0429,S0655,F,S0062,M
BAC009S0150W0334_BAC009S0242W0262,S0150,F,S0242,F
BAC009S0361W0238_BAC009S0081W0446,S0361,F,S0081,M
BAC009S0705W0128_BAC009S0054W0163,S0705,M,S0054,M
BAC009S0345W0380_BAC009S0010W0217,S0345,F,S0010,M
BAC009S0062W0201_BAC009S0174W0370,S0062,M,S0174,F
BAC009S0207W0195_BAC009S0032W0186,S0207,F,S0032,M
BAC009S0115W0380_BAC009S0069W0348,S0115,M,S0069,M
BAC009S0094W0188_BAC009S0250W0275,S0094,M,S0250,M
BAC009S0514W0286_BAC009S0133W0224,S0514,F,S0133,F
BAC009S0037W0357_BAC009S0240W0339,S0037,M,S0240,F
BAC009S0116W0168_BAC009S0342W0442,S0116,M,S0342,F
BAC009S0047W0374_BAC009S0061W0131,S0047,M,S0061,M
BAC009S0223W0457_BAC009S0709W0465,S0223,F,S0709,M
BAC009S0338W0292_BAC009S0136W0317,S0338,F,S0136,F
BAC009S0003W0219_BAC009S0226W0144,S0003,M,S0226,F
BAC009S0110W0222_BAC009S0181W0184,S0110,M,S0181,F
BAC009S0596W0430_BAC009S0217W0128,S0596,M,S0217,F
BAC009S0135W0423_BAC009S0187W0434,S0135,F,S0187,F
BAC009S0127W0137_BAC009S0228W0472,S0127,F,S0228,F
BAC009S0043W0230_BAC009S0713W0391,S0043,M,S0713,M
BAC009S0659W0207_BAC009S0515W0470,S0659,F,S0515,F
BAC009S0184W0247_BAC009S0240W0302,S0184,F,S0240,F
BAC009S0077W0490_BAC009S0723W0369,S0077,M,S0723,M
BAC009S0091W0378_BAC009S0078W0466,S0091,M,S0078,M
BAC009S0111W0415_BAC009S0345W0249,S0111,M,S0345,F
BAC009S0198W0451_BAC009S0523W0387,S0198,F,S0523,F
BAC009S0110W0229_BAC009S0015W0146,S0110,M,S0015,M
BAC009S0126W0183_BAC009S0252W0217,S0126,F,S0252,M
BAC009S0058W0260_BAC009S0199W0202,S0058,M,S0199,F
BAC009S0176W0355_BAC009S0144W0282,S0176,F,S0144,F
BAC009S0038W0300_BAC009S0663W0271,S0038,M,S0663,F
BAC009S0086W0424_BAC009S0110W0488,S0086,M,S0110,M
BAC009S0344W0392_BAC009S0711W0181,S0344,F,S0711,M
BAC009S0227W0398_BAC009S0196W0296,S0227,F,S0196,F
BAC009S0096W0146_BAC009S0356W0387,S0096,M,S0356,F
BAC009S0051W0157_BAC009S0355W0158,S0051,M,S0355,F
BAC009S0075W0485_BAC009S0007W0371,S0075,M,S0007,M
BAC009S0338W0494_BAC009S0363W0267,S0338,F,S0363,F
BAC009S0143W0259_BAC009S0214W0198,S0143,F,S0214,F
BAC009S0170W0260_BAC009S0085W0335,S0170,F,S0085,M
BAC009S0052W0474_BAC009S0656W0384,S0052,M,S0656,F
BAC009S0345W0166_BAC009S0007W0280,S0345,F,S0007,M
BAC009S0128W0141_BAC009S0096W0487,S0128,F,S0096,M
BAC009S0015W0131_BAC009S0084W0374,S0015,M,S0084,M
BAC009S0180W0306_BAC009S0122W0219,S0180,F,S0122,M
BAC009S0148W0145_BAC009S0171W0370,S0148,F,S0171,F
BAC009S0191W0193_BAC009S0128W0400,S0191,F,S0128,F
BAC009S0085W0471_BAC009S0723W0359,S0085,M,S0723,M
BAC009S0002W0226_BAC009S0061W0430,S0002,M,S0061,M
BAC009S0085W0415_BAC009S0516W0473,S0085,M,S0516,F
BAC009S0704W0306_BAC009S0341W0279,S0704,M,S0341,F
BAC009S0252W0277_BAC009S0096W0144,S0252,M,S0096,M
BAC009S0035W0365_BAC009S0133W0397,S0035,M,S0133,F
BAC009S0243W0125_BAC009S0029W0296,S0243,F,S0029,M
BAC009S0079W0447_BAC009S0350W0477,S0079,M,S0350,F
BAC009S0711W0127_BAC009S0015W0410,S0711,M,S0015,M
BAC009S0201W0453_BAC009S0095W0231,S0201,F,S0095,M
BAC009S0046W0344_BAC009S0515W0376,S0046,M,S0515,F
BAC009S0054W0317_BAC009S0181W0289,S0054,M,S0181,F
BAC009S0722W0271_BAC009S0166W0325,S0722,M,S0166,F
BAC009S0148W0290_BAC009S0003W0489,S0148,F,S0003,M
BAC009S0211W0139_BAC009S0151W0322,S0211,F,S0151,F
BAC009S0188W0237_BAC009S0009W0169,S0188,F,S0009,M
BAC009S0601W0182_BAC009S0662W0137,S0601,M,S0662,F
BAC009S0017W0409_BAC009S0034W0149,S0017,M,S0034,M
BAC009S0721W0274_BAC009S0201W0232,S0721,M,S0201,F
BAC009S0340W0474_BAC009S0234W0324,S0340,F,S0234,F
BAC009S0194W0191_BAC009S0138W0468,S0194,F,S0138,F
BAC009S0154W0290_BAC009S0102W0336,S0154,F,S0102,M
BAC009S0026W0154_BAC009S0017W0158,S0026,M,S0017,M
BAC009S0357W0399_BAC009S0232W0329,S0357,F,S0232,F
BAC009S0153W0424_BAC009S0086W0352,S0153,F,S0086,M
BAC009S0599W0331_BAC009S0153W0200,S0599,M,S0153,F
BAC009S0084W0298_BAC009S0152W0273,S0084,M,S0152,F
BAC009S0718W0301_BAC009S0067W0380,S0718,M,S0067,M
BAC009S0354W0322_BAC009S0341W0335,S0354,F,S0341,F
BAC009S0347W0345_BAC009S0065W0203,S0347,F,S0065,M
BAC009S0003W0181_BAC009S0130W0304,S0003,M,S0130,F
BAC009S0011W0333_BAC009S0520W0154,S0011,M,S0520,F
BAC009S0703W0358_BAC009S0111W0139,S0703,M,S0111,M
BAC009S0226W0166_BAC009S0222W0307,S0226,F,S0222,F
BAC009S0224W0276_BAC009S0520W0440,S0224,F,S0520,F
BAC009S0007W0185_BAC009S0002W0124,S0007,M,S0002,M
BAC009S0239W0338_BAC009S0165W0189,S0239,F,S0165,F
BAC009S0713W0338_BAC009S0041W0138,S0713,M,S0041,M
BAC009S0249W0232_BAC009S0071W0209,S0249,M,S0071,M
BAC009S0140W0401_BAC009S0702W0239,S0140,F,S0702,M
BAC009S0058W0132_BAC009S0073W0356,S0058,M,S0073,M
BAC009S0017W0134_BAC009S0701W0455,S0017,M,S0701,M
BAC009S0157W0188_BAC009S0041W0471,S0157,F,S0041,M
BAC009S0002W0392_BAC009S0665W0447,S0002,M,S0665,F
BAC009S0029W0347_BAC009S0519W0239,S0029,M,S0519,F
BAC009S0162W0326_BAC009S0017W0206,S0162,F,S0017,M
BAC009S0180W0214_BAC009S0037W0494,S0180,F,S0037,M
BAC009S0336W0489_BAC009S0350W0352,S0336,F,S0350,F
BAC009S0702W0436_BAC009S0082W0491,S0702,M,S0082,M
BAC009S0119W0210_BAC009S0171W0154,S0119,M,S0171,F
BAC009S0053W0213_BAC009S0049W0495,S0053,M,S0049,M
BAC009S0020W0321_BAC009S0137W0403,S0020,M,S0137,F
BAC009S0079W0376_BAC009S0230W0477,S0079,M,S0230,F
BAC009S0703W0392_BAC009S0149W0291,S0703,M,S0149,F
BAC009S0229W0225_BAC009S0023W0458,S0229,F,S0023,M
BAC009S0073W0141_BAC009S0211W0162,S0073,M,S0211,F
BAC009S0601W0227_BAC009S0247W0160,S0601,M,S0247,M
BAC009S0188W0265_BAC009S0707W0383,S0188,F,S0707,M
BAC009S0127W0328_BAC009S0712W0473,S0127,F,S0712,M
BAC009S0047W0433_BAC009S0231W0412,S0047,M,S0231,F
BAC009S0131W0266_BAC009S0120W0197,S0131,F,S0120,M
BAC009S0077W0204_BAC009S0036W0123,S0077,M,S0036,M
BAC009S0334W0365_BAC009S0234W0133,S0334,F,S0234,F
BAC009S0113W0255_BAC009S0115W0349,S0113,M,S0115,M
BAC009S0099W0315_BAC009S0236W0460,S0099,M,S0236,F
BAC009S0362W0182_BAC009S0097W0476,S0362,F,S0097,M
BAC009S0006W0206_BAC009S0210W0326,S0006,M,S0210,F
BAC009S0234W0143_BAC009S0334W0207,S0234,F,S0334,F
BAC009S0221W0126_BAC009S0039W0317,S0221,F,S0039,M
BAC009S0172W0305_BAC009S0040W0158,S0172,F,S0040,M
BAC009S0334W0243_BAC009S0339W0432,S0334,F,S0339,F
BAC009S0005W0143_BAC009S0513W0346,S0005,M,S0513,F
BAC009S0148W0480_BAC009S0135W0486,S0148,F,S0135,F
BAC009S0167W0473_BAC009S0338W0367,S0167,F,S0338,F
BAC009S0343W0465_BAC009S0092W0248,S0343,F,S0092,M
BAC009S0362W0442_BAC009S0120W0185,S0362,F,S0120,M
BAC009S0202W0360_BAC009S0032W0129,S0202,F,S0032,M
BAC009S0046W0287_BAC009S0233W0477,S0046,M,S0233,F
BAC009S0143W0407_BAC009S0075W0150,S0143,F,S0075,M
BAC009S0021W0283_BAC009S0203W0255,S0021,M,S0203,F
BAC009S0719W0420_BAC009S0150W0276,S0719,M,S0150,F
BAC009S0084W0245_BAC009S0202W0489,S0084,M,S0202,F
BAC009S0514W0306_BAC009S0084W0169,S0514,F,S0084,M
BAC009S0113W0285_BAC009S0158W0132,S0113,M,S0158,F
BAC009S0019W0461_BAC009S0247W0455,S0019,M,S0247,M
BAC009S0206W0217_BAC009S0189W0322,S0206,F,S0189,F
BAC009S0196W0432_BAC009S0122W0489,S0196,F,S0122,M
BAC009S0086W0374_BAC009S0510W0199,S0086,M,S0510,F
BAC009S0521W0165_BAC009S0173W0271,S0521,F,S0173,F
BAC009S0062W0204_BAC009S0701W0340,S0062,M,S0701,M
BAC009S0213W0491_BAC009S0123W0458,S0213,F,S0123,M
BAC009S0141W0292_BAC009S0074W0330,S0141,F,S0074,M
BAC009S0189W0229_BAC009S0090W0473,S0189,F,S0090,M
BAC009S0023W0429_BAC009S0182W0248,S0023,M,S0182,F
BAC009S0207W0333_BAC009S0070W0416,S0207,F,S0070,M
BAC009S0665W0488_BAC009S0204W0291,S0665,F,S0204,F
BAC009S0346W0465_BAC009S0718W0166,S0346,F,S0718,M
BAC009S0089W0431_BAC009S0066W0135,S0089,M,S0066,M
BAC009S0509W0335_BAC009S0121W0142,S0509,F,S0121,M
BAC009S0116W0235_BAC009S0069W0359,S0116,M,S0069,M
BAC009S0356W0243_BAC009S0018W0443,S0356,F,S0018,M
BAC009S0136W0175_BAC009S0356W0162,S0136,F,S0356,F
BAC009S0171W0435_BAC009S0244W0234,S0171,F,S0244,F
BAC009S0178W0409_BAC009S0132W0275,S0178,F,S0132,F
BAC009S0144W0364_BAC009S0055W0430,S0144,F,S0055,M
BAC009S0705W0199_BAC009S0218W0400,S0705,M,S0218,F
BAC009S0208W0275_BAC009S0004W0464,S0208,F,S0004,M
BAC009S0655W0280_BAC009S0073W0227,S0655,F,S0073,M
BAC009S0660W0475_BAC009S0231W0336,S0660,F,S0231,F
BAC009S0163W0325_BAC009S0015W0392,S0163,F,S0015,M
BAC009S0519W0164_BAC009S0185W0389,S0519,F,S0185,F
BAC009S0168W0219_BAC009S0061W0175,S0168,F,S0061,M
BAC009S0216W0285_BAC009S0205W0200,S0216,F,S0205,F
BAC009S0112W0415_BAC009S0205W0397,S0112,M,S0205,F
BAC009S0337W0477_BAC009S0169W0394,S0337,F,S0169,F
BAC009S0027W0431_BAC009S0048W0450,S0027,M,S0048,M
BAC009S0018W0125_BAC009S0513W0341,S0018,M,S0513,F
BAC009S0118W0229_BAC009S0130W0382,S0118,M,S0130,F
BAC009S0118W0451_BAC009S0656W0240,S0118,M,S0656,F
BAC009S0141W0479_BAC009S0151W0468,S0141,F,S0151,F
BAC009S0099W0434_BAC009S0020W0168,S0099,M,S0020,M
BAC009S0223W0325_BAC009S0355W0209,S0223,F,S0355,F
BAC009S0054W0123_BAC009S0129W0183,S0054,M,S0129,F
BAC009S0243W0211_BAC009S0177W0216,S0243,F,S0177,F
BAC009S0245W0267_BAC009S0244W0183,S0245,F,S0244,F
BAC009S0220W0136_BAC009S0044W0267,S0220,F,S0044,M
BAC009S0130W0149_BAC009S0707W0479,S0130,F,S0707,M
BAC009S0235W0428_BAC009S0343W0320,S0235,F,S0343,F
BAC009S0236W0211_BAC009S0359W0155,S0236,F,S0359,F
BAC009S0064W0359_BAC009S0191W0169,S0064,M,S0191,F
BAC009S0115W0453_BAC009S0217W0172,S0115,M,S0217,F
BAC009S0164W0153_BAC009S0248W0243,S0164,F,S0248,M
BAC009S0244W0197_BAC009S0074W0313,S0244,F,S0074,M
BAC009S0655W0304_BAC009S0043W0125,S0655,F,S0043,M
BAC009S0013W0186_BAC009S0022W0473,S0013,M,S0022,M
BAC009S0210W0136_BAC009S0111W0439,S0210,F,S0111,M
BAC009S0174W0377_BAC009S0213W0221,S0174,F,S0213,F
BAC009S0709W0273_BAC009S0335W0471,S0709,M,S0335,F
BAC009S0597W0260_BAC009S0519W0143,S0597,M,S0519,F
BAC009S0186W0442_BAC009S0362W0435,S0186,F,S0362,F
BAC009S0045W0322_BAC009S0176W0401,S0045,M,S0176,F
BAC009S0081W0434_BAC009S0660W0190,S0081,M,S0660,F
BAC009S0214W0183_BAC009S0156W0454,S0214,F,S0156,F
BAC009S0055W0185_BAC009S0229W0314,S0055,M,S0229,F
BAC009S0125W0159_BAC009S0346W0319,S0125,F,S0346,F
BAC009S0514W0403_BAC009S0334W0282,S0514,F,S0334,F
BAC009S0071W0272_BAC009S0661W0387,S0071,M,S0661,F
BAC009S0244W0335_BAC009S0108W0192,S0244,F,S0108,M
BAC009S0105W0435_BAC009S0104W0347,S0105,M,S0104,M
BAC009S0517W0455_BAC009S0712W0167,S0517,F,S0712,M
BAC009S0658W0179_BAC009S0422W0351,S0658,F,S0422,M
BAC009S0055W0480_BAC009S0075W0452,S0055,M,S0075,M
BAC009S0166W0313_BAC009S0039W0137,S0166,F,S0039,M
BAC009S0142W0305_BAC009S0221W0174,S0142,F,S0221,F
BAC009S0115W0373_BAC009S0194W0310,S0115,M,S0194,F
BAC009S0214W0323_BAC009S0717W0193,S0214,F,S0717,M
BAC009S0341W0134_BAC009S0714W0368,S0341,F,S0714,M
BAC009S0705W0391_BAC009S0242W0405,S0705,M,S0242,F
BAC009S0516W0307_BAC009S0056W0442,S0516,F,S0056,M
BAC009S0708W0319_BAC009S0020W0238,S0708,M,S0020,M
BAC009S0150W0424_BAC009S0119W0465,S0150,F,S0119,M
BAC009S0200W0289_BAC009S0164W0238,S0200,F,S0164,F
BAC009S0245W0440_BAC009S0207W0250,S0245,F,S0207,F
BAC009S0034W0157_BAC009S0224W0433,S0034,M,S0224,F
BAC009S0350W0272_BAC009S0030W0168,S0350,F,S0030,M
BAC009S0175W0319_BAC009S0051W0477,S0175,F,S0051,M
BAC009S0225W0315_BAC009S0708W0173,S0225,F,S0708,M
BAC009S0053W0402_BAC009S0142W0149,S0053,M,S0142,F
BAC009S0065W0197_BAC009S0038W0479,S0065,M,S0038,M
BAC009S0107W0137_BAC009S0047W0262,S0107,M,S0047,M
BAC009S0200W0279_BAC009S0248W0490,S0200,F,S0248,M
BAC009S0204W0407_BAC009S0150W0355,S0204,F,S0150,F
BAC009S0155W0180_BAC009S0356W0316,S0155,F,S0356,F
BAC009S0718W0224_BAC009S0664W0299,S0718,M,S0664,F
BAC009S0240W0226_BAC009S0211W0327,S0240,F,S0211,F
BAC009S0655W0388_BAC009S0359W0324,S0655,F,S0359,F
BAC009S0242W0204_BAC009S0116W0342,S0242,F,S0116,M
BAC009S0161W0193_BAC009S0165W0409,S0161,F,S0165,F
BAC009S0044W0129_BAC009S0137W0356,S0044,M,S0137,F
BAC009S0149W0141_BAC009S0054W0357,S0149,F,S0054,M
BAC009S0011W0385_BAC009S0189W0366,S0011,M,S0189,F
BAC009S0015W0345_BAC009S0156W0380,S0015,M,S0156,F
BAC009S0056W0135_BAC009S0232W0175,S0056,M,S0232,F
BAC009S0015W0272_BAC009S0709W0131,S0015,M,S0709,M
BAC009S0168W0388_BAC009S0423W0465,S0168,F,S0423,M
BAC009S0052W0154_BAC009S0199W0353,S0052,M,S0199,F
BAC009S0359W0379_BAC009S0701W0435,S0359,F,S0701,M
BAC009S0036W0246_BAC009S0222W0355,S0036,M,S0222,F
BAC009S0117W0237_BAC009S0092W0379,S0117,M,S0092,M
BAC009S0662W0346_BAC009S0166W0181,S0662,F,S0166,F
BAC009S0125W0329_BAC009S0195W0164,S0125,F,S0195,F
BAC009S0013W0207_BAC009S0363W0470,S0013,M,S0363,F
BAC009S0028W0352_BAC009S0218W0392,S0028,M,S0218,F
BAC009S0705W0131_BAC009S0158W0449,S0705,M,S0158,F
BAC009S0089W0221_BAC009S0350W0339,S0089,M,S0350,F
BAC009S0009W0229_BAC009S0246W0153,S0009,M,S0246,M
BAC009S0105W0202_BAC009S0200W0221,S0105,M,S0200,F
BAC009S0141W0307_BAC009S0712W0122,S0141,F,S0712,M
BAC009S0518W0439_BAC009S0156W0218,S0518,F,S0156,F
BAC009S0221W0153_BAC009S0163W0136,S0221,F,S0163,F
BAC009S0129W0418_BAC009S0151W0399,S0129,F,S0151,F
BAC009S0077W0455_BAC009S0228W0391,S0077,M,S0228,F
BAC009S0174W0226_BAC009S0090W0445,S0174,F,S0090,M
BAC009S0108W0179_BAC009S0153W0180,S0108,M,S0153,F
BAC009S0070W0383_BAC009S0347W0483,S0070,M,S0347,F
BAC009S0072W0340_BAC009S0046W0459,S0072,M,S0046,M
BAC009S0335W0262_BAC009S0079W0370,S0335,F,S0079,M
BAC009S0138W0454_BAC009S0248W0269,S0138,F,S0248,M
BAC009S0237W0383_BAC009S0358W0189,S0237,F,S0358,F
BAC009S0704W0471_BAC009S0079W0121,S0704,M,S0079,M
BAC009S0151W0209_BAC009S0666W0357,S0151,F,S0666,F
BAC009S0166W0470_BAC009S0522W0271,S0166,F,S0522,F
BAC009S0103W0215_BAC009S0224W0176,S0103,M,S0224,F
BAC009S0248W0186_BAC009S0522W0469,S0248,M,S0522,F
BAC009S0357W0140_BAC009S0164W0338,S0357,F,S0164,F
BAC009S0201W0394_BAC009S0151W0333,S0201,F,S0151,F
BAC009S0660W0138_BAC009S0198W0183,S0660,F,S0198,F
BAC009S0661W0328_BAC009S0111W0249,S0661,F,S0111,M
BAC009S0176W0460_BAC009S0664W0150,S0176,F,S0664,F
BAC009S0159W0334_BAC009S0703W0448,S0159,F,S0703,M
BAC009S0145W0400_BAC009S0060W0322,S0145,F,S0060,M
BAC009S0092W0305_BAC009S0355W0230,S0092,M,S0355,F
BAC009S0341W0476_BAC009S0202W0199,S0341,F,S0202,F
BAC009S0599W0315_BAC009S0720W0238,S0599,M,S0720,M
BAC009S0715W0244_BAC009S0049W0165,S0715,M,S0049,M
BAC009S0235W0220_BAC009S0106W0323,S0235,F,S0106,M
BAC009S0722W0144_BAC009S0242W0349,S0722,M,S0242,F
BAC009S0340W0393_BAC009S0194W0166,S0340,F,S0194,F
BAC009S0221W0289_BAC009S0248W0236,S0221,F,S0248,M
BAC009S0129W0167_BAC009S0037W0307,S0129,F,S0037,M
BAC009S0012W0221_BAC009S0212W0200,S0012,M,S0212,F
BAC009S0084W0339_BAC009S0080W0340,S0084,M,S0080,M
BAC009S0354W0327_BAC009S0021W0139,S0354,F,S0021,M
BAC009S0665W0451_BAC009S0362W0185,S0665,F,S0362,F
BAC009S0599W0267_BAC009S0337W0363,S0599,M,S0337,F
BAC009S0351W0434_BAC009S0716W0124,S0351,F,S0716,M
BAC009S0251W0159_BAC009S0118W0218,S0251,M,S0118,M
BAC009S0518W0243_BAC009S0076W0143,S0518,F,S0076,M
BAC009S0351W0403_BAC009S0242W0244,S0351,F,S0242,F
BAC009S0046W0177_BAC009S0151W0439,S0046,M,S0151,F
BAC009S0714W0468_BAC009S0098W0247,S0714,M,S0098,M
BAC009S0346W0468_BAC009S0240W0194,S0346,F,S0240,F
BAC009S0139W0203_BAC009S0340W0218,S0139,F,S0340,F
BAC009S0336W0247_BAC009S0007W0319,S0336,F,S0007,M
BAC009S0036W0418_BAC009S0028W0179,S0036,M,S0028,M
BAC009S0003W0366_BAC009S0135W0326,S0003,M,S0135,F
BAC009S0094W0306_BAC009S0209W0196,S0094,M,S0209,F
BAC009S0076W0235_BAC009S0712W0450,S0076,M,S0712,M
BAC009S0098W0171_BAC009S0225W0339,S0098,M,S0225,F
BAC009S0011W0277_BAC009S0657W0188,S0011,M,S0657,F
BAC009S0041W0472_BAC009S0146W0402,S0041,M,S0146,F
BAC009S0244W0477_BAC009S0099W0146,S0244,F,S0099,M
BAC009S0125W0162_BAC009S0074W0439,S0125,F,S0074,M
BAC009S0519W0463_BAC009S0065W0489,S0519,F,S0065,M
BAC009S0230W0448_BAC009S0174W0348,S0230,F,S0174,F
BAC009S0706W0256_BAC009S0195W0405,S0706,M,S0195,F
BAC009S0165W0430_BAC009S0337W0431,S0165,F,S0337,F
BAC009S0026W0379_BAC009S0598W0342,S0026,M,S0598,M
BAC009S0707W0124_BAC009S0122W0377,S0707,M,S0122,M
BAC009S0029W0287_BAC009S0218W0140,S0029,M,S0218,F
BAC009S0159W0489_BAC009S0165W0373,S0159,F,S0165,F
BAC009S0713W0388_BAC009S0057W0458,S0713,M,S0057,M
BAC009S0148W0206_BAC009S0181W0177,S0148,F,S0181,F
BAC009S0007W0165_BAC009S0017W0156,S0007,M,S0017,M
BAC009S0247W0245_BAC009S0704W0159,S0247,M,S0704,M
BAC009S0037W0156_BAC009S0006W0494,S0037,M,S0006,M
BAC009S0219W0345_BAC009S0239W0189,S0219,F,S0239,F
BAC009S0154W0377_BAC009S0243W0439,S0154,F,S0243,F
BAC009S0183W0365_BAC009S0513W0204,S0183,F,S0513,F
BAC009S0231W0227_BAC009S0071W0348,S0231,F,S0071,M
BAC009S0192W0132_BAC009S0220W0137,S0192,F,S0220,F
BAC009S0596W0178_BAC009S0721W0327,S0596,M,S0721,M
BAC009S0133W0183_BAC009S0710W0263,S0133,F,S0710,M
BAC009S0025W0210_BAC009S0336W0322,S0025,M,S0336,F
BAC009S0063W0192_BAC009S0176W0457,S0063,M,S0176,F
BAC009S0199W0351_BAC009S0721W0310,S0199,F,S0721,M
BAC009S0518W0303_BAC009S0026W0125,S0518,F,S0026,M
BAC009S0127W0333_BAC009S0145W0410,S0127,F,S0145,F
BAC009S0357W0282_BAC009S0121W0432,S0357,F,S0121,M
BAC009S0121W0448_BAC009S0026W0295,S0121,M,S0026,M
BAC009S0336W0328_BAC009S0246W0237,S0336,F,S0246,M
BAC009S0105W0184_BAC009S0362W0281,S0105,M,S0362,F
BAC009S0135W0422_BAC009S0523W0160,S0135,F,S0523,F
BAC009S0188W0279_BAC009S0129W0468,S0188,F,S0129,F
BAC009S0362W0223_BAC009S0003W0226,S0362,F,S0003,M
BAC009S0188W0251_BAC009S0187W0390,S0188,F,S0187,F
BAC009S0176W0467_BAC009S0235W0359,S0176,F,S0235,F
BAC009S0247W0338_BAC009S0248W0218,S0247,M,S0248,M
BAC009S0110W0479_BAC009S0350W0292,S0110,M,S0350,F
BAC009S0010W0163_BAC009S0656W0434,S0010,M,S0656,F
BAC009S0665W0239_BAC009S0250W0152,S0665,F,S0250,M
BAC009S0718W0228_BAC009S0151W0492,S0718,M,S0151,F
BAC009S0249W0124_BAC009S0658W0139,S0249,M,S0658,F
BAC009S0244W0217_BAC009S0064W0197,S0244,F,S0064,M
BAC009S0087W0197_BAC009S0597W0440,S0087,M,S0597,M
BAC009S0518W0430_BAC009S0714W0398,S0518,F,S0714,M
BAC009S0064W0206_BAC009S0140W0169,S0064,M,S0140,F
BAC009S0174W0467_BAC009S0038W0236,S0174,F,S0038,M
BAC009S0171W0447_BAC009S0020W0136,S0171,F,S0020,M
BAC009S0113W0332_BAC009S0511W0131,S0113,M,S0511,F
BAC009S0029W0452_BAC009S0041W0198,S0029,M,S0041,M
BAC009S0049W0355_BAC009S0597W0268,S0049,M,S0597,M
BAC009S0222W0165_BAC009S0035W0400,S0222,F,S0035,M
BAC009S0216W0216_BAC009S0117W0252,S0216,F,S0117,M
BAC009S0047W0375_BAC009S0222W0399,S0047,M,S0222,F
BAC009S0056W0176_BAC009S0716W0329,S0056,M,S0716,M
BAC009S0017W0406_BAC009S0183W0175,S0017,M,S0183,F
BAC009S0105W0491_BAC009S0088W0463,S0105,M,S0088,M
BAC009S0173W0392_BAC009S0360W0473,S0173,F,S0360,F
BAC009S0655W0387_BAC009S0018W0173,S0655,F,S0018,M
